user_id,profile,monthly_incomes,mean_income,income_std,income_trend,fixed_expenses,cash_flow_health_ratio,num_income_sources,total_bills,on_time_payments,avg_delay_days,recharge_regularity,recurring_payments_detected,emi_consistency_score,total_transactions,txn_regularity_score,essential_ratio,has_recurring_savings,min_balance_maintained,avg_monthly_savings,platforms,tenure_months,platform_rating,active_days_per_month,shock_recovery_score,default
USR0754,risky,"[20576, 10222, 9696, 10198, 13593, 13818]",13017.17,3761.64,-662.14,8503.96,0.3467,1,12,5,14.5,0.35,0,0.47,64,0.545,0.7651,0,0,188,"[""UrbanClap""]",9,3.0,14,0.1667,1
USR0755,good,"[24726, 25488, 26406, 26975, 27314, 24186]",25849.17,1146.11,95.63,7212.73,0.721,2,13,12,1.9,0.93,4,0.81,180,0.5436,0.7795,1,1,7257,"[""Dunzo"", ""Uber""]",27,4.3,22,1.0,0
USR0756,moderate,"[30345, 29226, 20907, 26555, 20361, 21962]",24892.67,4005.82,-1796.06,13080.6,0.4745,2,22,13,3.8,0.76,2,0.68,115,0.5739,0.7975,0,0,925,"[""UrbanClap"", ""Dunzo""]",20,4.5,17,1.0,1
USR0757,risky,"[13142, 11343, 13256, 18228, 10825, 12602]",13232.67,2405.81,20.51,11138.19,0.1583,1,15,4,6.1,0.27,0,0.49,83,0.5939,0.7989,0,0,341,"[""Dunzo""]",11,3.7,7,0.6667,1
USR0758,good,"[25162, 24990, 24164, 24691, 23679, 25174]",24643.33,552.69,-95.6,9854.6,0.6001,3,18,17,0.7,0.92,4,0.97,186,0.5241,0.751,1,1,7773,"[""Dunzo"", ""Uber"", ""Ola""]",27,4.7,24,1.0,0
USR0759,moderate,"[24943, 20291, 25275, 14791, 17872, 19155]",20387.83,3737.58,-1333.74,9166.41,0.5504,2,19,15,3.6,0.72,1,0.57,121,0.5799,0.7045,0,1,1009,"[""Dunzo"", ""Zomato""]",14,3.8,18,0.5,0
USR0760,good,"[26722, 28434, 29697, 28052, 27922, 29291]",28353.0,968.61,276.11,7972.65,0.7188,3,16,15,1.6,0.96,3,0.86,187,0.534,0.7751,1,1,2181,"[""Zomato"", ""Dunzo"", ""UrbanClap""]",46,4.6,27,1.0,0
USR0761,good,"[43121, 46057, 43379, 44362, 44862, 46865]",44774.33,1346.25,460.51,16034.7,0.6419,1,12,11,1.5,0.99,2,0.83,203,0.5234,0.7404,1,1,4756,"[""Swiggy""]",28,4.8,27,1.0,0
USR0762,good,"[41732, 41335, 41968, 44593, 41146, 41541]",42052.5,1166.35,31.51,12520.59,0.7023,2,13,12,0.9,0.88,2,0.88,212,0.708,0.7338,1,1,4870,"[""Swiggy"", ""Ola""]",43,4.5,29,1.0,0
USR0763,moderate,"[33092, 28521, 29226, 24630, 24452, 27044]",27827.5,2954.76,-1344.09,16612.21,0.403,3,12,9,6.9,0.61,1,0.76,122,0.543,0.7304,1,1,1630,"[""UrbanClap"", ""Zomato"", ""Swiggy""]",22,4.0,21,1.0,0
USR0764,moderate,"[14766, 17184, 11257, 15878, 18136, 15391]",15435.33,2177.76,302.91,9821.48,0.3637,2,15,11,3.6,0.71,1,0.66,133,0.5263,0.7903,1,1,1585,"[""Zomato"", ""Dunzo""]",10,4.0,21,0.6667,1
USR0765,good,"[24178, 22738, 23762, 22084, 24098, 22243]",23183.83,861.39,-207.8,5997.84,0.7413,1,17,16,0.2,0.92,2,0.91,225,0.7134,0.7844,1,1,5870,"[""Zomato""]",15,4.3,23,1.0,0
USR0766,moderate,"[13875, 19251, 30029, 26096, 24161, 19862]",22212.33,5224.7,1163.77,11444.9,0.4848,3,13,8,5.6,0.56,1,0.54,133,0.4762,0.8249,1,1,2654,"[""Uber"", ""Dunzo"", ""UrbanClap""]",10,4.0,24,1.0,0
USR0767,moderate,"[21006, 19926, 26205, 18299, 19173, 20418]",20837.83,2551.46,-374.43,10994.92,0.4724,3,18,11,2.0,0.66,2,0.63,132,0.6763,0.7226,1,0,2639,"[""Ola"", ""Swiggy"", ""Dunzo""]",14,3.9,15,0.5,0
USR0768,good,"[28900, 29369, 31202, 30998, 31538, 31221]",30538.0,1013.95,511.66,11740.87,0.6155,3,14,12,1.6,0.87,3,0.85,216,0.6153,0.6937,1,1,2949,"[""Uber"", ""UrbanClap"", ""Swiggy""]",28,4.7,23,1.0,0
USR0769,moderate,"[19610, 15495, 18836, 21709, 16011, 20376]",18672.83,2243.81,235.74,10127.98,0.4576,3,14,8,3.6,0.58,1,0.7,143,0.4394,0.8087,0,1,666,"[""Zomato"", ""Uber"", ""UrbanClap""]",20,4.3,20,1.0,0
USR0770,good,"[36239, 40077, 41115, 36684, 42137, 36548]",38800.0,2388.63,94.11,17167.95,0.5575,3,18,17,0.1,0.87,4,0.85,222,0.6365,0.7061,1,1,3896,"[""UrbanClap"", ""Dunzo"", ""Ola""]",45,4.5,23,1.0,0
USR0771,good,"[29952, 29346, 30910, 28977, 30270, 28571]",29671.0,792.69,-173.31,7617.81,0.7433,2,12,11,1.8,0.99,2,0.96,188,0.6584,0.6886,1,1,2001,"[""Ola"", ""Uber""]",29,4.9,24,1.0,0
USR0772,moderate,"[22590, 28708, 23232, 22573, 23908, 21343]",23725.67,2359.24,-608.4,12704.84,0.4645,2,18,12,4.4,0.61,1,0.55,146,0.5778,0.7325,0,1,2777,"[""Dunzo"", ""Ola""]",23,4.3,20,1.0,0
USR0773,good,"[42161, 37398, 40465, 43136, 44383, 41320]",41477.17,2211.79,554.89,13011.77,0.6863,2,18,16,0.7,0.92,3,0.98,193,0.6355,0.7297,1,1,6085,"[""Dunzo"", ""Uber""]",45,4.5,24,1.0,0
USR0774,good,"[23123, 24605, 25150, 25972, 25747, 24389]",24831.0,949.25,302.23,6641.79,0.7325,3,23,20,0.9,0.84,2,0.83,199,0.5637,0.7442,1,1,4305,"[""Zomato"", ""Swiggy"", ""Uber""]",23,4.6,25,1.0,0
USR0775,good,"[20904, 20370, 20714, 20967, 21078, 21626]",20943.17,380.26,171.06,6551.75,0.6872,2,19,16,1.9,0.81,3,1.0,206,0.691,0.7149,1,1,5919,"[""Swiggy"", ""Ola""]",18,4.4,23,1.0,0
USR0776,moderate,"[26890, 26674, 29448, 26383, 27703, 28818]",27652.67,1135.43,276.06,14439.07,0.4778,1,18,12,4.3,0.64,1,0.61,132,0.5701,0.7236,1,1,2611,"[""Ola""]",13,4.5,18,1.0,0
USR0777,moderate,"[20310, 13479, 25784, 16061, 15308, 20990]",18655.33,4158.05,-23.89,10683.01,0.4273,1,19,11,2.9,0.79,2,0.74,141,0.5507,0.8009,1,1,1506,"[""Ola""]",11,4.4,23,0.6667,1
USR0778,good,"[39146, 38332, 36200, 42072, 37684, 41132]",39094.33,1998.69,395.94,14655.03,0.6251,3,20,18,1.8,0.93,3,0.88,215,0.7203,0.7655,1,1,6240,"[""Uber"", ""UrbanClap"", ""Ola""]",25,4.5,25,1.0,0
USR0779,moderate,"[27807, 31660, 28343, 31575, 25735, 18344]",27244.0,4495.75,-1767.37,10994.22,0.5965,2,17,10,6.8,0.56,2,0.62,154,0.6345,0.7214,0,1,2980,"[""Ola"", ""Dunzo""]",17,4.1,18,1.0,0
USR0780,good,"[41058, 43122, 38214, 40947, 36387, 40519]",40041.17,2170.48,-576.2,12634.61,0.6845,2,20,18,0.5,0.92,4,0.82,180,0.6925,0.7495,1,1,2615,"[""Zomato"", ""UrbanClap""]",25,4.8,26,1.0,0
USR0781,risky,"[6507, 18382, 13327, 15446, 6775, 12173]",12101.67,4316.78,-124.91,8064.56,0.3336,1,17,5,10.4,0.29,0,0.49,77,0.5687,0.7399,0,0,192,"[""Dunzo""]",8,3.3,17,0.6667,0
USR0782,moderate,"[29231, 30141, 25810, 22786, 34804, 27959]",28455.17,3722.32,131.57,12059.74,0.5762,1,13,10,6.1,0.75,2,0.77,121,0.5874,0.7623,1,1,1663,"[""Swiggy""]",8,4.5,22,1.0,0
USR0783,risky,"[7286, 9302, 14725, 12050, 7544, 5945]",9475.33,3033.27,-418.69,6980.47,0.2633,1,12,4,14.9,0.37,0,0.44,75,0.4285,0.7215,0,0,331,"[""Dunzo""]",6,3.5,17,0.6667,0
USR0784,good,"[28350, 27057, 29271, 29141, 27038, 29534]",28398.5,1021.02,163.8,10717.25,0.6226,1,19,18,0.5,0.99,3,0.97,208,0.6621,0.707,1,1,4664,"[""Ola""]",42,4.6,24,1.0,0
USR0785,risky,"[7890, 12949, 14530, 11216, 9586, 8943]",10852.33,2312.22,-232.51,7244.57,0.3324,1,19,7,7.3,0.38,0,0.12,87,0.5115,0.7424,0,0,162,"[""Swiggy""]",9,3.0,6,1.0,1
USR0786,risky,"[16428, 9205, 15629, 16225, 13326, 4911]",12620.67,4245.4,-1275.03,7711.82,0.389,1,17,7,9.0,0.28,0,0.14,75,0.5578,0.8372,0,0,499,"[""Zomato""]",6,3.5,11,0.6667,1
USR0787,moderate,"[30783, 24761, 29866, 33782, 23453, 28595]",28540.0,3522.06,-312.8,14265.13,0.5002,1,23,15,6.3,0.75,2,0.64,126,0.4859,0.7484,0,1,1156,"[""Dunzo""]",7,3.8,15,0.6667,0
USR0788,good,"[25089, 25235, 24282, 27011, 24741, 24803]",25193.5,866.41,-5.23,7523.93,0.7014,1,17,15,0.2,0.89,3,0.91,204,0.6766,0.7859,1,1,6680,"[""Swiggy""]",14,4.5,25,1.0,0
USR0789,moderate,"[24133, 29632, 20993, 26241, 22895, 23066]",24493.33,2781.92,-579.94,10566.01,0.5686,3,23,15,5.1,0.57,1,0.72,144,0.6486,0.7628,1,0,2746,"[""UrbanClap"", ""Swiggy"", ""Uber""]",18,4.4,22,1.0,0
USR0790,moderate,"[17726, 21191, 28568, 20092, 23445, 19766]",21798.0,3476.94,242.46,13796.56,0.3671,2,18,14,4.9,0.78,1,0.57,135,0.6259,0.7993,0,0,1783,"[""Swiggy"", ""Zomato""]",10,4.2,22,1.0,0
USR0791,risky,"[6884, 16164, 7475, 20160, 12712, 13865]",12876.67,4653.81,1063.83,10649.24,0.173,1,16,7,5.7,0.47,0,0.44,83,0.5278,0.8088,0,0,482,"[""Ola""]",2,3.1,8,0.6667,0
USR0792,moderate,"[30341, 27714, 40287, 31641, 26870, 34441]",31882.33,4511.42,266.34,20074.98,0.3703,2,23,15,4.2,0.62,2,0.65,120,0.4863,0.8107,0,0,1956,"[""Uber"", ""Swiggy""]",7,3.8,18,1.0,0
USR0793,good,"[22130, 21660, 22277, 22524, 22313, 21964]",22144.67,276.13,39.31,6967.04,0.6854,1,15,14,0.5,0.88,3,0.92,203,0.6308,0.7571,1,1,2131,"[""Ola""]",44,4.7,29,1.0,0
USR0794,good,"[40140, 38902, 41067, 42515, 36820, 37591]",39505.83,1963.81,-501.23,17009.56,0.5694,3,17,14,0.0,0.84,4,0.86,181,0.6953,0.7286,1,1,2165,"[""Ola"", ""Swiggy"", ""Uber""]",35,5.0,27,1.0,0
USR0795,good,"[20201, 17598, 18095, 19271, 19145, 17542]",18642.0,972.82,-213.66,7172.68,0.6152,1,18,17,1.4,0.98,4,0.91,199,0.6525,0.7736,1,1,3379,"[""UrbanClap""]",47,4.3,29,1.0,0
USR0796,moderate,"[20802, 26673, 25924, 21875, 32434, 25343]",25508.5,3761.03,1026.83,13895.9,0.4552,2,23,19,3.6,0.65,2,0.76,136,0.6038,0.7131,1,0,1445,"[""UrbanClap"", ""Dunzo""]",17,3.9,18,1.0,0
USR0797,moderate,"[15178, 16324, 13456, 17399, 15700, 14731]",15464.67,1237.65,-4.69,6246.9,0.5961,3,14,11,6.8,0.62,2,0.62,120,0.571,0.7605,0,1,2346,"[""Uber"", ""Zomato"", ""Ola""]",12,4.0,19,1.0,0
USR0798,good,"[24961, 23961, 23040, 23770, 24528, 24301]",24093.5,607.79,-24.83,9597.81,0.6016,3,22,20,0.8,0.96,4,0.85,209,0.6611,0.7596,1,1,2313,"[""Swiggy"", ""UrbanClap"", ""Dunzo""]",34,5.0,26,1.0,0
USR0799,good,"[23361, 22025, 22080, 22965, 22937, 21507]",22479.17,649.87,-161.4,8996.23,0.5998,3,19,16,1.1,0.85,4,0.95,236,0.7102,0.7465,1,1,4440,"[""UrbanClap"", ""Swiggy"", ""Uber""]",47,4.4,25,1.0,0
USR0800,moderate,"[14991, 13815, 13477, 14453, 15606, 12474]",14136.0,1024.04,-178.17,6394.46,0.5476,1,15,9,3.5,0.57,1,0.79,133,0.614,0.7205,0,1,1517,"[""Zomato""]",7,4.1,22,1.0,1
USR0801,good,"[40730, 36994, 36009, 37380, 40175, 36881]",38028.17,1769.72,-238.03,11966.2,0.6853,3,12,10,1.3,0.93,4,0.81,209,0.6718,0.7386,1,1,4663,"[""Dunzo"", ""Ola"", ""UrbanClap""]",16,4.6,23,1.0,0
USR0802,risky,"[7966, 9912, 12520, 7123, 12394, 12881]",10466.0,2291.32,760.69,8653.45,0.1732,1,17,7,15.0,0.36,0,0.3,77,0.3922,0.7927,0,0,401,"[""Swiggy""]",3,3.4,16,0.6667,1
USR0803,risky,"[9014, 9839, 13239, 11162, 8816, 10299]",10394.83,1494.18,36.54,6336.66,0.3904,1,17,8,10.9,0.49,0,0.4,81,0.5276,0.725,0,0,140,"[""Zomato""]",3,3.3,8,1.0,1
USR0804,good,"[36894, 36966, 37009, 37053, 40795, 39962]",38113.17,1620.49,767.74,15464.0,0.5943,2,14,12,1.7,0.95,2,0.86,225,0.5457,0.7676,1,1,2499,"[""Swiggy"", ""Ola""]",18,4.3,25,1.0,0
USR0805,good,"[29446, 28962, 28915, 26364, 26069, 29035]",28131.83,1367.83,-379.57,9707.03,0.6549,1,13,11,1.2,0.96,2,0.81,186,0.5401,0.7484,1,1,6557,"[""UrbanClap""]",19,4.7,22,1.0,0
USR0806,risky,"[11638, 12202, 11896, 17250, 6482, 14641]",12351.5,3276.86,91.69,9385.77,0.2401,1,13,4,14.0,0.36,0,0.16,104,0.5804,0.83,0,0,257,"[""UrbanClap""]",1,3.5,10,0.6667,0
USR0807,moderate,"[14597, 18093, 13561, 14366, 15669, 20447]",16122.17,2407.06,650.94,8288.38,0.4859,1,21,13,5.7,0.79,1,0.57,139,0.528,0.7124,1,0,1659,"[""Ola""]",9,4.1,19,1.0,0
USR0808,moderate,"[19723, 11815, 12210, 13934, 14070, 16041]",14632.17,2661.71,-283.46,6619.09,0.5476,3,20,14,3.6,0.59,1,0.78,129,0.5408,0.778,1,1,1333,"[""Dunzo"", ""Uber"", ""UrbanClap""]",20,3.9,17,0.1667,1
USR0809,good,"[32789, 33292, 32651, 31884, 34064, 35563]",33373.83,1180.37,440.54,10179.34,0.695,2,17,14,1.7,0.88,2,0.86,195,0.578,0.736,1,1,3375,"[""UrbanClap"", ""Zomato""]",30,4.6,24,1.0,0
USR0810,moderate,"[11333, 12522, 10836, 14037, 10498, 11751]",11829.5,1180.76,-22.31,7319.05,0.3813,3,15,11,6.2,0.76,1,0.63,127,0.6146,0.8341,0,1,2281,"[""Swiggy"", ""Dunzo"", ""Ola""]",6,3.8,22,1.0,0
USR0811,good,"[36342, 34648, 35825, 31851, 32839, 31682]",33864.5,1846.83,-934.31,11420.58,0.6628,1,23,19,1.8,0.95,2,0.84,206,0.695,0.7837,1,1,2482,"[""Zomato""]",46,4.6,23,1.0,0
USR0812,moderate,"[25994, 26241, 24354, 23022, 25581, 29187]",25729.83,1894.31,361.51,13079.37,0.4917,1,19,14,5.5,0.65,1,0.65,130,0.4886,0.6547,1,1,1100,"[""Ola""]",21,4.1,16,1.0,0
USR0813,good,"[21600, 22195, 24730, 21541, 22652, 21147]",22310.83,1185.65,-116.66,6460.36,0.7104,3,22,20,1.4,0.81,3,0.91,228,0.639,0.7694,1,1,4085,"[""UrbanClap"", ""Dunzo"", ""Zomato""]",42,4.4,29,1.0,0
USR0814,risky,"[19806, 7405, 16819, 28701, 20241, 24359]",19555.17,6612.73,2090.14,14211.31,0.2733,1,14,5,11.7,0.27,0,0.12,65,0.3473,0.7761,0,0,300,"[""Ola""]",5,3.5,15,0.5,1
USR0815,moderate,"[30865, 24485, 27563, 27182, 36624, 28614]",29222.17,3812.52,708.03,17560.25,0.3991,1,14,8,3.1,0.65,1,0.58,154,0.653,0.7005,1,0,2125,"[""Swiggy""]",17,3.9,20,1.0,0
USR0816,risky,"[8893, 10711, 9772, 13962, 9328, 17943]",11768.17,3221.41,1294.03,8139.21,0.3084,1,18,7,14.8,0.46,0,0.2,73,0.5363,0.7355,0,0,81,"[""Ola""]",4,3.1,11,0.6667,0
USR0817,risky,"[10517, 13352, 12244, 16827, 10618, 12511]",12678.17,2113.38,181.46,8342.76,0.342,1,13,4,11.1,0.46,0,0.32,84,0.3272,0.7282,0,0,470,"[""Ola""]",2,3.8,8,0.6667,1
USR0818,good,"[36898, 36528, 36249, 33480, 37426, 35274]",35975.83,1294.52,-234.14,13527.24,0.624,3,12,10,0.1,0.82,3,0.87,233,0.7633,0.7899,1,1,6166,"[""Swiggy"", ""Zomato"", ""UrbanClap""]",17,4.4,22,1.0,0
USR0819,moderate,"[27882, 21231, 27095, 32108, 26157, 31653]",27687.67,3644.26,1104.17,11210.74,0.5951,3,18,11,6.8,0.7,1,0.59,126,0.5469,0.7736,1,0,626,"[""Ola"", ""Dunzo"", ""Zomato""]",17,4.0,23,1.0,0
USR0820,moderate,"[32127, 19044, 20878, 21092, 20794, 21677]",22602.0,4335.16,-1336.74,11774.22,0.4791,2,17,11,4.7,0.77,2,0.64,142,0.6365,0.6975,0,1,1432,"[""Ola"", ""UrbanClap""]",10,4.4,15,0.1667,0
USR0821,risky,"[17468, 12964, 17484, 20229, 12972, 16719]",16306.0,2600.74,-27.89,13653.89,0.1626,1,19,6,14.4,0.22,0,0.45,88,0.55,0.8179,0,0,31,"[""Swiggy""]",3,3.5,7,0.6667,0
USR0822,good,"[33603, 33083, 31653, 31214, 35238, 32717]",32918.0,1318.02,45.6,9481.32,0.712,1,23,19,1.0,0.95,2,0.92,190,0.5899,0.7318,1,1,4421,"[""UrbanClap""]",27,4.6,24,1.0,0
USR0823,risky,"[18367, 14566, 9930, 11406, 19401, 15541]",14868.5,3408.43,52.89,8987.75,0.3955,1,16,6,5.2,0.34,0,0.33,87,0.4725,0.675,0,0,412,"[""Uber""]",9,3.3,13,0.5,1
USR0824,good,"[32785, 33593, 33973, 32799, 33342, 32645]",33189.5,485.2,-75.06,12271.93,0.6302,1,15,14,0.0,0.81,3,0.92,185,0.5943,0.789,1,1,4885,"[""Swiggy""]",42,4.7,24,1.0,0
USR0825,risky,"[8121, 10554, 7927, 13355, 7989, 8917]",9477.17,1956.52,48.94,6716.98,0.2912,1,13,8,13.1,0.3,0,0.33,69,0.539,0.8325,0,0,133,"[""Uber""]",1,3.5,14,0.6667,1
USR0826,moderate,"[27226, 27939, 24822, 24416, 24366, 23480]",25374.83,1624.55,-853.0,11393.16,0.551,3,16,9,4.7,0.57,2,0.79,137,0.5642,0.8205,1,1,785,"[""Zomato"", ""Dunzo"", ""Ola""]",10,3.9,15,1.0,0
USR0827,good,"[42951, 39972, 43475, 43747, 48159, 45970]",44045.67,2543.96,1140.8,17927.52,0.593,1,20,19,0.6,0.88,2,0.87,211,0.6716,0.7833,1,1,5946,"[""Uber""]",14,4.5,27,1.0,0
USR0828,moderate,"[19954, 18964, 14867, 20506, 19892, 22636]",19469.83,2343.53,623.8,9232.94,0.5258,1,23,14,4.1,0.56,2,0.75,120,0.5078,0.6808,1,1,897,"[""Ola""]",7,3.9,24,1.0,0
USR0829,moderate,"[26433, 22920, 17643, 22134, 33320, 28326]",25129.33,4981.69,1290.17,13562.51,0.4603,3,19,12,5.7,0.52,2,0.78,129,0.4653,0.7921,0,0,2656,"[""Ola"", ""Dunzo"", ""Swiggy""]",14,4.2,16,1.0,0
USR0830,risky,"[11904, 7481, 8362, 8968, 8764, 14098]",9929.5,2309.77,440.71,6715.04,0.3237,1,14,6,7.9,0.25,0,0.44,81,0.5973,0.7821,0,0,215,"[""Ola""]",11,3.8,15,0.1667,1
USR0831,good,"[36627, 36758, 34257, 34972, 34998, 32474]",35014.33,1453.16,-723.71,13957.87,0.6014,2,14,13,1.4,0.91,3,0.84,222,0.6468,0.7639,1,1,3004,"[""Ola"", ""UrbanClap""]",35,4.9,25,1.0,0
USR0832,risky,"[10123, 18955, 1000, 10883, 15925, 16746]",12272.0,5938.98,968.8,8237.11,0.3288,1,22,13,7.3,0.48,0,0.13,76,0.481,0.8637,0,0,51,"[""UrbanClap""]",9,3.5,14,0.3333,1
USR0833,moderate,"[26194, 29424, 18277, 25705, 18781, 21346]",23287.83,4105.52,-1392.6,10980.88,0.5285,1,23,19,4.3,0.73,2,0.63,148,0.581,0.7544,1,0,713,"[""Zomato""]",23,4.1,24,0.3333,0
USR0834,risky,"[12639, 16437, 11886, 13801, 15812, 14794]",14228.17,1627.95,309.0,11645.38,0.1815,1,22,11,5.9,0.38,0,0.11,81,0.5276,0.7109,0,0,348,"[""Ola""]",2,3.3,7,1.0,1
USR0835,good,"[36879, 34911, 38003, 37440, 32267, 37322]",36137.0,1983.87,-179.43,15271.76,0.5774,2,12,10,1.1,0.82,2,0.96,204,0.6453,0.742,1,1,5177,"[""Ola"", ""Dunzo""]",20,4.8,24,1.0,0
USR0836,risky,"[10600, 7919, 6059, 9327, 12237, 14220]",10060.33,2691.52,980.63,7437.43,0.2607,1,16,10,11.8,0.49,0,0.35,88,0.6011,0.8321,0,0,51,"[""UrbanClap""]",6,3.9,13,1.0,0
USR0837,risky,"[17022, 24209, 25938, 22478, 18600, 16425]",20778.67,3630.59,-664.91,16162.19,0.2222,1,22,12,12.1,0.43,0,0.23,95,0.4282,0.787,0,0,142,"[""Zomato""]",6,3.0,14,1.0,1
USR0838,good,"[35455, 33940, 31439, 35506, 33494, 31125]",33493.17,1728.57,-540.6,8715.85,0.7398,1,13,11,0.9,0.92,2,0.89,207,0.5871,0.7554,1,1,4699,"[""Ola""]",37,4.8,29,1.0,0
USR0839,good,"[33045, 31431, 32278, 35515, 30888, 29689]",32141.0,1839.67,-433.49,8587.81,0.7328,1,13,11,1.6,0.94,2,0.83,210,0.5982,0.7552,1,1,3203,"[""Zomato""]",18,4.8,25,1.0,0
USR0840,good,"[38955, 40624, 39666, 38878, 43532, 39329]",40164.0,1613.26,280.17,10428.67,0.7403,2,21,19,0.8,0.9,4,0.89,229,0.6507,0.7982,1,1,3517,"[""Swiggy"", ""Zomato""]",22,5.0,29,1.0,0
USR0841,good,"[34854, 38767, 38615, 36977, 37779, 36735]",37287.83,1323.9,137.23,14651.74,0.6071,2,21,18,0.0,0.96,3,0.8,210,0.7028,0.7001,1,1,2240,"[""UrbanClap"", ""Swiggy""]",13,4.4,28,1.0,0
USR0842,moderate,"[14028, 17519, 13533, 14940, 14105, 13357]",14580.33,1407.69,-348.29,8538.83,0.4144,3,15,10,6.2,0.7,1,0.66,148,0.614,0.7561,1,1,2785,"[""Zomato"", ""Swiggy"", ""UrbanClap""]",20,3.9,18,1.0,0
USR0843,moderate,"[16406, 18837, 19962, 19917, 18472, 18751]",18724.17,1183.64,302.43,11033.06,0.4108,3,17,13,2.8,0.7,2,0.79,121,0.5874,0.7597,1,0,1028,"[""Zomato"", ""Uber"", ""Dunzo""]",15,4.3,22,1.0,1
USR0844,risky,"[21133, 25062, 15744, 21721, 10829, 11370]",17643.17,5373.38,-2443.91,10699.82,0.3935,1,20,10,8.6,0.5,0,0.31,88,0.4034,0.7905,0,0,208,"[""Dunzo""]",2,3.3,5,0.3333,1
USR0845,risky,"[20066, 21096, 18817, 8020, 16340, 17213]",16925.33,4292.76,-1123.71,11229.02,0.3366,1,20,6,9.7,0.44,0,0.47,89,0.5127,0.7812,0,0,55,"[""Swiggy""]",5,3.9,10,0.5,1
USR0846,good,"[34917, 34709, 37469, 34201, 33714, 35254]",35044.0,1192.52,-130.51,12264.39,0.65,2,19,18,0.1,0.81,2,0.83,207,0.6021,0.7347,1,1,7674,"[""Ola"", ""Dunzo""]",45,4.5,27,1.0,0
USR0847,moderate,"[17761, 13734, 19775, 15114, 15543, 20851]",17129.67,2561.11,463.31,8637.91,0.4957,2,18,14,5.0,0.52,2,0.55,120,0.5833,0.7183,0,1,870,"[""Dunzo"", ""UrbanClap""]",10,3.9,21,1.0,0
USR0848,risky,"[14170, 17057, 12434, 12110, 12745, 15085]",13933.5,1738.02,-248.14,8659.24,0.3785,1,18,9,15.0,0.35,0,0.12,81,0.5973,0.6289,0,0,253,"[""UrbanClap""]",1,3.4,15,1.0,0
USR0849,moderate,"[13077, 14323, 10664, 12388, 10957, 14373]",12630.33,1462.12,-54.11,7528.08,0.404,2,17,10,3.3,0.56,2,0.65,124,0.6603,0.7332,1,0,1007,"[""Dunzo"", ""Ola""]",21,4.2,20,1.0,0
USR0850,good,"[35674, 29534, 36837, 34236, 32492, 33427]",33700.0,2342.15,-141.77,11833.76,0.6488,1,15,14,1.4,0.88,4,1.0,211,0.5908,0.7582,1,1,6484,"[""Zomato""]",27,4.4,27,1.0,0
USR0851,good,"[26993, 27572, 27736, 25827, 27290, 28330]",27291.33,773.37,112.29,8850.36,0.6757,2,21,20,0.1,0.81,4,0.95,205,0.5893,0.7536,1,1,6861,"[""Dunzo"", ""Zomato""]",23,4.8,27,1.0,0
USR0852,moderate,"[22123, 23094, 20590, 22265, 26013, 25937]",23337.0,2006.2,842.91,10444.75,0.5524,2,23,18,5.1,0.75,1,0.53,115,0.5514,0.7199,0,1,2098,"[""Swiggy"", ""UrbanClap""]",23,4.2,17,1.0,0
USR0853,good,"[39843, 39201, 37123, 37365, 40328, 35367]",38204.5,1737.47,-535.91,16884.76,0.558,1,14,13,0.9,0.84,2,0.85,229,0.6608,0.7302,1,1,7969,"[""Uber""]",34,4.3,29,1.0,0
USR0854,risky,"[11235, 14203, 10248, 13764, 9085, 9080]",11269.17,2059.07,-646.09,7730.69,0.314,1,15,5,13.5,0.37,0,0.17,79,0.4506,0.8014,0,0,291,"[""Swiggy""]",5,3.6,5,0.6667,1
USR0855,risky,"[14164, 9634, 12677, 9971, 16268, 12585]",12549.83,2294.93,265.74,10143.11,0.1918,1,18,8,10.4,0.3,0,0.22,63,0.5041,0.757,0,0,228,"[""Dunzo""]",3,3.9,6,0.3333,0
USR0856,moderate,"[28715, 29646, 22644, 38550, 35070, 27493]",30353.0,5167.72,744.8,12351.92,0.5931,1,14,8,5.7,0.62,1,0.63,129,0.5873,0.7491,0,0,904,"[""Dunzo""]",10,3.8,23,1.0,0
USR0857,good,"[22877, 24730, 23178, 21115, 23865, 24329]",23349.0,1181.57,74.34,9234.72,0.6045,2,12,11,1.7,0.99,2,0.94,186,0.5995,0.7633,1,1,5846,"[""Dunzo"", ""UrbanClap""]",45,4.7,28,1.0,0
USR0858,good,"[18388, 18690, 17286, 17914, 18171, 18387]",18139.33,448.4,-26.69,5876.31,0.676,2,12,11,0.7,0.85,2,0.94,205,0.6322,0.7853,1,1,4049,"[""Ola"", ""Swiggy""]",34,4.7,27,1.0,0
USR0859,good,"[34807, 36773, 40166, 35358, 35932, 37045]",36680.17,1737.31,110.26,13139.2,0.6418,1,17,15,1.8,0.9,3,0.83,214,0.671,0.6792,1,1,6830,"[""Swiggy""]",32,4.8,24,1.0,0
USR0860,moderate,"[18469, 17556, 12050, 17184, 16971, 17020]",16541.67,2071.4,-110.46,6741.23,0.5925,1,22,13,5.0,0.73,1,0.61,126,0.5846,0.7634,0,1,646,"[""Uber""]",13,4.1,16,0.6667,0
USR0861,risky,"[5594, 10238, 10932, 5069, 5916, 7738]",7581.17,2285.61,-231.69,5128.2,0.3236,1,22,10,5.6,0.46,0,0.45,77,0.566,0.6734,0,0,80,"[""Zomato""]",2,3.9,5,0.5,0
